tune_name	health_score	key_status	key_ok	time_ok	ashokan_tell	avg_grade	measure_count	omr_path
Starry Night for a Ramble	108.19	present	True	True	False	0.9094	21	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Starry Night for a Ramble/clean.omr
Kitchen Girl	108.2	present	True	True	False	0.9099	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Kitchen Girl/clean.omr
Sleeping Giant Two-Step	108.2	present	True	True	False	0.9101	17	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Sleeping Giant Two-Step/clean.omr
Chinquapin	108.21	present	True	True	False	0.9103	19	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Chinquapin/clean.omr
Stone's Rag	108.21	absent	False	True	False	0.9106	37	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Stone's Rag/clean.omr
Sally in the Garden	108.22	present	True	True	False	0.9109	20	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Sally in the Garden/clean.omr
Sam and Elzie	108.22	present	True	True	False	0.9111	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Sam and Elzie/clean.omr
Boggy Road to Texas, The	108.23	present	True	True	False	0.9116	25	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Boggy Road to Texas, The/clean.omr
Jimmy Allen	108.23	present	True	True	False	0.9116	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Jimmy Allen/clean.omr
Indian Point	108.24	present	True	True	False	0.9122	19	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Indian Point/clean.omr
Rights of Man	108.25	present	True	True	False	0.9126	19	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Rights of Man/clean.omr
star-above-the-garter2	108.25	present	True	True	False	0.9126	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/star-above-the-garter2/clean.omr
Demented Dog, The	108.26	present	True	True	False	0.913	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Demented Dog, The/clean.omr
Dorset Four Hand Reel	108.26	present	True	True	False	0.9129	20	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Dorset Four Hand Reel/clean.omr
Magpie	108.26	present	True	True	False	0.913	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Magpie/clean.omr
St. Anne's Reel	108.26	present	True	True	False	0.9132	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/St. Anne's Reel/clean.omr
Lonesome Moonlight Waltz	108.27	present	True	True	False	0.9133	28	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Lonesome Moonlight Waltz/clean.omr
Grasshopper Sittin' on a Sweet Potato Vine	108.28	present	True	True	False	0.9142	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Grasshopper Sittin' on a Sweet Potato Vine/clean.omr
Salmon Tails Up the Water	108.28	present	True	True	False	0.9139	24	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Salmon Tails Up the Water/clean.omr
Bouchard's Hornpipe	108.29	present	True	True	False	0.9146	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Bouchard's Hornpipe/clean.omr
Lost Indian	108.29	present	True	True	False	0.9144	25	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Lost Indian/clean.omr
Crooked Stovepipe	108.3	present	True	True	False	0.9148	24	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Crooked Stovepipe/clean.omr
Down in Little Egypt	108.3	absent	False	True	False	0.9151	21	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Down in Little Egypt/clean.omr
Mississippi Sawyer	108.3	present	True	True	False	0.9148	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Mississippi Sawyer/clean.omr
Road to Boston	108.3	present	True	True	False	0.915	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Road to Boston/clean.omr
Sadie at the Back Door	108.3	present	True	True	False	0.9149	19	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Sadie at the Back Door/clean.omr
Year of Jubilo	108.3	present	True	True	False	0.9149	19	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Year of Jubilo/clean.omr
Arkansas Traveler	108.32	present	True	True	False	0.9158	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Arkansas Traveler/clean.omr
Off to California	108.32	present	True	True	False	0.9159	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Off to California/clean.omr
None of Your Business	108.33	absent	False	True	False	0.9164	21	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/None of Your Business/clean.omr
Sally's Got Mud Between Her Toes	108.33	present	True	True	False	0.9166	27	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Sally's Got Mud Between Her Toes/clean.omr
Florida Blues	108.34	present	True	True	False	0.9168	27	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Florida Blues/clean.omr
Kesh Jig	108.34	present	True	True	False	0.9172	19	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Kesh Jig/clean.omr
Manitoba Golden Boy	108.34	present	True	True	False	0.9171	32	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Manitoba Golden Boy/clean.omr
Waverly Two-Step	108.34	present	True	True	False	0.917	57	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Waverly Two-Step/clean.omr
West Fork Gals	108.34	present	True	True	False	0.9172	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/West Fork Gals/clean.omr
Bottom of the Punchbowl, The	108.35	present	True	True	False	0.9176	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Bottom of the Punchbowl, The/clean.omr
Coleraine	108.35	absent	False	True	False	0.9174	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Coleraine/clean.omr
J. B. Milne	108.35	present	True	True	False	0.9175	32	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/J. B. Milne/clean.omr
seneca-square-dance 2	108.35	present	True	True	False	0.9177	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/seneca-square-dance 2/clean.omr
Porter's Reel	108.36	present	True	True	False	0.9181	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Porter's Reel/clean.omr
Farewell Trion	108.37	absent	False	True	False	0.9185	20	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Farewell Trion/clean.omr
Little Donald in the Pigpen	108.37	present	True	True	False	0.9184	17	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Little Donald in the Pigpen/clean.omr
Sandy Boys	108.37	present	True	True	False	0.9186	17	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Sandy Boys/clean.omr
Winder Slide	108.37	present	True	True	False	0.9187	19	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Winder Slide/clean.omr
Buckshot	108.39	present	True	True	False	0.9196	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Buckshot/clean.omr
Old Grey Cat	108.39	present	True	True	False	0.9196	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Old Grey Cat/clean.omr
Elzic's Farewell	108.41	absent	False	True	False	0.9204	5	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Elzic's Farewell/clean.omr
Quince Dillon's High D Tune	108.41	present	True	True	False	0.9204	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Quince Dillon's High D Tune/clean.omr
Billy in the Lowground	108.43	absent	False	True	False	0.9215	17	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Billy in the Lowground/clean.omr
Forked Deer	108.43	present	True	True	False	0.9214	19	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Forked Deer/clean.omr
Hundred Pipers	108.43	present	True	True	False	0.9215	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Hundred Pipers/clean.omr
Road House Ramble	108.43	present	True	True	False	0.9213	15	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Road House Ramble/clean.omr
Liberty	108.44	present	True	True	False	0.9221	15	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Liberty/clean.omr
Whiskey Before Breakfast	108.44	present	True	True	False	0.9218	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Whiskey Before Breakfast/clean.omr
Jim, the Fiddle Maker	108.45	present	True	True	False	0.9223	33	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Jim, the Fiddle Maker/clean.omr
Little Burnt Potato	108.45	present	True	True	False	0.9223	17	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Little Burnt Potato/clean.omr
Ross's Reel #4	108.45	present	True	True	False	0.9223	19	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Ross's Reel #4/clean.omr
Wild Horses at Stony Point	108.45	present	True	True	False	0.9225	20	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Wild Horses at Stony Point/clean.omr
Julia Delaney	108.46	present	True	True	False	0.9231	17	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Julia Delaney/clean.omr
Off She Goes	108.47	present	True	True	False	0.9237	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Off She Goes/clean.omr
Far From Home	108.49	present	True	True	False	0.9243	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Far From Home/clean.omr
Give the Fiddler a Dram	108.49	present	True	True	False	0.9246	14	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Give the Fiddler a Dram/clean.omr
Big John McNeil	108.51	present	True	True	False	0.9254	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Big John McNeil/clean.omr
Rakes of Mallow	108.51	present	True	True	False	0.9256	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Rakes of Mallow/clean.omr
Shenandoah Falls	108.51	present	True	True	False	0.9254	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Shenandoah Falls/clean.omr
Too Young to Marry	108.51	present	True	True	False	0.9254	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Too Young to Marry/clean.omr
Big Con	108.52	absent	False	True	False	0.9258	35	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Big Con/clean.omr
Cricket On a Hearth	108.52	present	True	True	False	0.9258	17	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Cricket On a Hearth/clean.omr
Spotted Pony	108.52	present	True	True	False	0.926	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Spotted Pony/clean.omr
Cat on a Leash	108.53	present	True	True	False	0.9263	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Cat on a Leash/clean.omr
La Belle Gaspésie	108.53	present	True	True	False	0.9263	19	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/La Belle Gaspésie/clean.omr
Miss Murray of Lintrose	108.53	present	True	True	False	0.9267	19	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Miss Murray of Lintrose/clean.omr
Growling Old Man and Woman	108.54	present	True	True	False	0.9268	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Growling Old Man and Woman/clean.omr
Jenny Lind Polka	108.54	present	True	True	False	0.9269	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Jenny Lind Polka/clean.omr
Sullivan's Hollow	108.54	present	True	True	False	0.9272	24	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Sullivan's Hollow/clean.omr
Red Bird	108.55	present	True	True	False	0.9275	27	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Red Bird/clean.omr
Acorn Hill Breakdown	108.56	present	True	True	False	0.9278	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Acorn Hill Breakdown/clean.omr
Gale, The	108.56	absent	False	True	False	0.9279	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Gale, The/clean.omr
Hey Polka	108.56	present	True	True	False	0.9282	21	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Hey Polka/clean.omr
Grizzly Bear	108.57	absent	False	True	False	0.9286	17	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Grizzly Bear/clean.omr
You Married My Daughter but yet You Didn't	108.57	present	True	True	False	0.9286	19	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/You Married My Daughter but yet You Didn't/clean.omr
Border Collie	108.58	present	True	True	False	0.9291	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Border Collie/clean.omr
Ice on the Road	108.58	present	True	True	False	0.9291	19	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Ice on the Road/clean.omr
Muckin' o' Geordie's Byre	108.58	present	True	True	False	0.9289	17	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Muckin' o' Geordie's Byre/clean.omr
Hommage à Edmond Parizeau	108.59	present	True	True	False	0.9297	27	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Hommage à Edmond Parizeau/clean.omr
Salt Spring	108.59	present	True	True	False	0.9297	14	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Salt Spring/clean.omr
Wind That Shakes the Barley	108.59	present	True	True	False	0.9296	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Wind That Shakes the Barley/clean.omr
Gil's Schottische	108.6	present	True	True	False	0.9298	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Gil's Schottische/clean.omr
New Rigged Ship	108.61	present	True	True	False	0.9307	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/New Rigged Ship/clean.omr
Evit Gabriel	108.62	present	True	True	False	0.9309	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Evit Gabriel/clean.omr
Maggie Brown's Favorite	108.62	present	True	True	False	0.9308	26	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Maggie Brown's Favorite/clean.omr
Bonaparte's Retreat	108.63	present	True	True	False	0.9313	14	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Bonaparte's Retreat/clean.omr
Farewell to Whiskey	108.65	present	True	True	False	0.9323	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Farewell to Whiskey/clean.omr
Forester's Hornpipe	108.65	present	True	True	False	0.9323	19	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Forester's Hornpipe/clean.omr
Road to Batoche, The	108.66	present	True	True	False	0.9329	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Road to Batoche, The/clean.omr
Paddy on the Handcar	108.67	present	True	True	False	0.9334	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Paddy on the Handcar/clean.omr
June Apple	108.68	present	True	True	False	0.9342	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/June Apple/clean.omr
Rachel	108.68	present	True	True	False	0.9342	17	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Rachel/clean.omr
Drowsy Maggie	108.69	present	True	True	False	0.9343	13	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Drowsy Maggie/clean.omr
Indian Ate A WoodChuck	108.69	absent	False	True	False	0.9347	17	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Indian Ate A WoodChuck/clean.omr
Roses in Winter	108.69	present	True	True	False	0.9346	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Roses in Winter/clean.omr
Cooley's Reel	108.7	present	True	True	False	0.9348	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Cooley's Reel/clean.omr
Bill Cheatham	108.72	present	True	True	False	0.936	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Bill Cheatham/clean.omr
East Tennessee Blues	108.72	absent	False	True	False	0.9359	21	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/East Tennessee Blues/clean.omr
Ragtime Annie	108.72	present	True	True	False	0.9359	33	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Ragtime Annie/clean.omr
Sally Ann	108.72	present	True	True	False	0.9362	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Sally Ann/clean.omr
La Bastringue	108.73	present	True	True	False	0.9363	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/La Bastringue/clean.omr
Moonlight	108.74	present	True	True	False	0.9368	12	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Moonlight/clean.omr
Swallowtail Jig	108.74	present	True	True	False	0.9368	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Swallowtail Jig/clean.omr
Flowers of Edinburgh	108.75	present	True	True	False	0.9373	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Flowers of Edinburgh/clean.omr
Galopede	108.75	present	True	True	False	0.9375	24	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Galopede/clean.omr
Merry Blacksmith, The - Paddy on the Railroad	108.75	present	True	True	False	0.9376	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Merry Blacksmith, The - Paddy on the Railroad/clean.omr
Red River Cart Polka	108.75	present	True	True	False	0.9375	35	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Red River Cart Polka/clean.omr
Staten Island Hornpipe	108.77	present	True	True	False	0.9383	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Staten Island Hornpipe/clean.omr
Top of Cork Road	108.77	present	True	True	False	0.9387	19	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Top of Cork Road/clean.omr
Salt Creek	108.81	present	True	True	False	0.9405	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Salt Creek/clean.omr
Set Americain	108.81	present	True	True	False	0.9404	17	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Set Americain/clean.omr
Waynesboro	108.81	present	True	True	False	0.9405	17	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Waynesboro/clean.omr
Sailor's Hornpipe	108.84	present	True	True	False	0.942	19	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Sailor's Hornpipe/clean.omr
Blackberry Blossom	108.9	present	True	True	False	0.9448	17	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Blackberry Blossom/clean.omr
Frank's Reel	108.9	present	True	True	False	0.9449	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Frank's Reel/clean.omr
Swinging on a Gate	108.9	present	True	True	False	0.9449	16	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Swinging on a Gate/clean.omr
Chicken Reel	108.91	present	True	True	False	0.9453	17	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Chicken Reel/clean.omr
Rickett's Hornpipe	108.92	present	True	True	False	0.9459	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Rickett's Hornpipe/clean.omr
MacArthur Road	108.93	present	True	True	False	0.9467	22	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/MacArthur Road/clean.omr
Miss Thompson's	108.95	present	True	True	False	0.9475	18	/home/porter/Documents/banjo/WOFTA/tune_images/notation_pipeline/batch_output/Miss Thompson's/clean.omr
